Name,"Destination URL",Slug,"Categories (separated by semicolons)","Images To Download & Attach (separated by semicolons; jpg/png/gif only)","Geolocations Links (format: AU:http://google.com.au separated by semicolon)","Autolinker Keywords (separated by semicolon)",_ta_after_expire_redirect,_ta_autolink_keyword_limit,_ta_before_start_redirect,_ta_category_slug,_ta_category_slug_id,_ta_css_classes,_ta_link_expire_date,_ta_link_start_date,_ta_new_window,_ta_no_follow,_ta_pass_query_str,_ta_redirect_type,_ta_rel_tags
Be,https://betterlinks.io/,be,Uncategorized,,,,,0,,,0,msf-11,,,global,global,global,global,
